央视,#genre#
辽宁卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/lnwshd265/53/20210617/index.m3u8?msisdn=202608242001005acf326d75744125b3070fcf88fa8aee&mdspid=&spid=600572&netType=0&sid=5910022198&pid=2028597139&timestamp=20260824200100&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=182.136.94.49&SecurityKey=20260824200100&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=468a7c533385a74f3f645c65eaf83caf&ddCalcu=f4a6vc8a3ax87afca5e35363c8554a67f43f&sv=10004&ct=android
河北卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/hbws/50/20251225/index.m3u8?msisdn=20260824200100d7823fd64f684255a469bd67d962cd4e&mdspid=&spid=600725&netType=0&sid=5910022316&pid=2028597139&timestamp=20260824200100&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=962042070&ParentNodeID=-99&assertID=5910022316&client_ip=182.136.94.49&SecurityKey=20260824200100&promotionId=&mvid=5900006782&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=9c072cfdbe06cee01e6da3c67b2557c6&ddCalcu=69ccv70a57c52a2cbf7d6bce30a6dc6eee10&sv=10004&ct=android
河南卫视,http://gslbmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?msisdn=202608242001000a023cdb69a241b3bf3ba966f4349266&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20260824200100&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=182.136.94.49&SecurityKey=20260824200100&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=cade2f726f2833cbd7d5a8de0b314b54&ddCalcu=4c5avbda4ea12a3fb702e6df82a853d37cdb&sv=10004&ct=android
大湾区卫视,http://gslbmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?msisdn=202608242001016c7309a632524fcdb22a4a7d4497b7ee&mdspid=&spid=699054&netType=0&sid=2200322852&pid=2028597139&timestamp=20260824200101&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608917627&ParentNodeID=-99&assertID=2200322852&client_ip=182.136.94.49&SecurityKey=20260824200101&promotionId=&mvid=2200322852&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d3914ab3291a57bbc5b44a3cef644832&ddCalcu=2d33v89a41w44a6afbe3c239a14a45b75bcb&sv=10004&ct=android
湖北卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/hbwshd265/53/20210617/index.m3u8?msisdn=202608242001016efaa6908c624760a0050621f89533b2&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20260824200101&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=182.136.94.49&SecurityKey=20260824200101&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=2800040509511cc23cbafc655d5f7709&ddCalcu=9208v70a70yf0a54d0555069c5f1a1bccc32&sv=10004&ct=android
吉林卫视,http://gslbmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=20260824200101cfa2c77c7a17468b9e637bd3d862e2ee&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20260824200101&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=182.136.94.49&SecurityKey=20260824200101&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=5ed4d97ace7aa9d8d1d5a632a2aaad48&ddCalcu=854evddaa4zadaa927aa2c3e67aa5ad91dd8&sv=10004&ct=android
海南卫视,http://gslbmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?msisdn=202608242001022a6adfd326c64fe297a91b7ea4de57cc&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20260824200102&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=182.136.94.49&SecurityKey=20260824200102&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a3d79bf7cbc5fc8b3827e4cd5a96fa27&ddCalcu=7a23vadaf7z69a9baf57dccb4ce57f2c883b&sv=10004&ct=android
中国农林卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/zgnlws/50/20250804/index.m3u8?msisdn=20260824200102a5e7bbeae67f4a2b82ff6b21c79e3802&mdspid=&spid=600572&netType=0&sid=5910022186&pid=2028597139&timestamp=20260824200102&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=956904896&ParentNodeID=-99&assertID=5910022186&client_ip=182.136.94.49&SecurityKey=20260824200102&promotionId=&mvid=5900006709&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=407fe6bca196c24e3baa7825d2d8bfab&ddCalcu=b4a0vf7abfk8ead62bdc5a218976aca2b43e&sv=10004&ct=android
兵团卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/btws/50/20250804/index.m3u8?msisdn=20260824200103e2d50f34e2a74296a1820c7feb77a67c&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20260824200103&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=182.136.94.49&SecurityKey=20260824200103&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a4efbcbdc39b050e9b496a693dcbb681&ddCalcu=1a84v6eabfdbbaccdb3d9c63a96b9045b09e&sv=10004&ct=android
宁夏卫视,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?msisdn=202608242001032517d1c3461d4115bc2da86ee1a39ded&mdspid=&spid=600697&netType=0&sid=5910022262&pid=2028597139&timestamp=20260824200103&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=738910535&ParentNodeID=-99&assertID=5910022262&client_ip=182.136.94.49&SecurityKey=20260824200103&promotionId=&mvid=5900004337&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b9274ec3564eb8115e5e8ee08809ede2&ddCalcu=2be9vd2ae7z94a0e8c8305e6e48eeb58e151&sv=10004&ct=android
三沙卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/ssws/50/20251127/index.m3u8?msisdn=2026082420010348264ed12e8c41b2b229c83d9891efa3&mdspid=&spid=600697&netType=0&sid=5910022307&pid=2028597139&timestamp=20260824200103&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=961023778&ParentNodeID=-99&assertID=5910022307&client_ip=182.136.94.49&SecurityKey=20260824200103&promotionId=&mvid=5900006777&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=f9f2d0dddf621171cc13f3415187c652&ddCalcu=2f59v6fac2x7da801d5d1d4f36f23111c7c1&sv=10004&ct=android
黑龙江卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/nxjj/50/20251225/index.m3u8?msisdn=202608242001036548c2892f8e45f386346a84847c5ca8&mdspid=&spid=600697&netType=0&sid=5910022409&pid=2028597139&timestamp=20260824200103&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=738906901&ParentNodeID=-99&assertID=5910022409&client_ip=182.136.94.49&SecurityKey=20260824200103&promotionId=&mvid=5900004349&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=594b7facdbb402c07f38f73f5e3ffdeb&ddCalcu=b5e9vd4afblf7a3fea5cfd3b7bf48032fc70&sv=10004&ct=android
